name,Continent,GDP,MedalCount,Gold,Silver,Bronze,AthletesCount,Population
Bermuda,americas,3480219000,0,0,0,0,1,61833
Slovakia,asia,29169953013,0,0,0,0,24,5388720
Peru,americas,51744749133,0,0,0,0,5,26459944
Republic of Congo,africa,19088046306,0,0,0,0,1,47105826
Norway,europe,171247000000,6,2,1,3,18,4490967
Cote d'Ivoire,africa,10717022463,0,0,0,0,9,16454668
Benin,africa,2569186643,0,0,0,0,1,6865951
Singapore,asia,96074477958,0,0,0,0,4,4027887
United States of America,americas,10252300000000,54,33,11,10,204,282162411
Saint Kitts and Nevis,americas,433520483.4,0,0,0,0,4,44074
Togo,africa,1488185772,0,0,0,0,2,4924402
Virgin Islands,americas,10252300000000,0,0,0,0,2,282162411
China,asia,1211350000000,5,4,1,0,35,1262645000
Armenia,asia,1911563665,0,0,0,0,4,3069591
Dominican Republic,americas,24305116729,0,0,0,0,1,8471321
Ukraine,europe,31261527363,7,0,5,2,60,49175848
Finland,europe,125707000000,0,0,0,0,8,5176209
Libya,africa,38270206950,0,0,0,0,2,5357891
Indonesia,asia,165021000000,0,0,0,0,11,211513823
Central African Republic,africa,914500299.1,0,0,0,0,2,3640427
Mauritius,africa,4663313620,0,0,0,0,12,1186873
Sweden,europe,261337000000,7,1,4,2,47,8872109
Australia,australia,415223000000,36,10,10,16,180,19153000
British Virgin Islands,americas,1657820000000,0,0,0,0,1,58892514
Mali,africa,2954129566,0,0,0,0,1,10946445
Bulgaria,europe,13153016531,3,1,2,0,20,8170172
Romania,europe,37253259017,12,8,2,2,78,22442971
Angola,africa,9129594819,0,0,0,0,13,16395473
Portugal,europe,118311000000,1,0,0,1,23,10289898
South Africa,africa,136361000000,0,0,0,0,41,44967708
Nicaragua,americas,5107329007,0,0,0,0,2,5069302
Brunei Darussalam,asia,6001153306,0,0,0,0,2,333165
Austria,europe,196800000000,0,0,0,0,17,8011566
Mozambique,africa,5553894130,0,0,0,0,2,17711927
Uganda,africa,6193246837,0,0,0,0,4,23650172
Hungary,europe,47218405892,9,3,4,2,42,10210971
Niger,africa,1798374468,0,0,0,0,3,11331557
Malasya,asia,93789736842,0,0,0,0,15,23194257
Brazil,americas,655421000000,14,0,5,9,85,174790340
Kuwait,asia,37712842243,1,0,0,1,22,2045123
Panama,americas,12304115000,0,0,0,0,4,3030328
Guyana,americas,712667896.7,0,0,0,0,1,746715
Costa Rica,americas,14949514493,0,0,0,0,2,3962372
Luxembourg,europe,21263514833,0,0,0,0,3,436300
Bahamas,americas,8076470000,4,3,0,1,10,298051
Ireland,europe,99852958356,0,0,0,0,21,3805174
Palau,australia,146113700,0,0,0,0,1,19105
Nigeria,africa,1798374468,4,3,1,0,36,11331557
Ecuador,americas,18327764882,0,0,0,0,6,12681123
Bangladesh,asia,53369787319,0,0,0,0,2,127657854
Brunei,asia,6001153306,0,0,0,0,2,333165
Belarus,europe,12736856828,7,0,3,4,31,9979610
Iran,asia,109592000000,1,1,0,0,11,65623405
Algeria,africa,54786074940,1,0,0,1,18,31042235
El Salvador,americas,11784927700,0,0,0,0,1,5887936
Chile,americas,6439703435,3,0,0,3,7,148443
Puerto Rico,americas,61701800000,0,0,0,0,8,3810605
Belgium,europe,236205000000,2,0,1,1,23,10251250
Thailand,asia,126392000000,0,0,0,0,4,62952642
Haiti,americas,3953846311,0,0,0,0,3,8463806
Hong Kong,asia,171668000000,0,0,0,0,8,6665000
Sierra Leone,africa,635874002.2,0,0,0,0,2,4584571
Georgia,asia,3057475289,3,0,0,3,9,4077131
Denmark,europe,164159000000,7,5,0,2,21,5339616
Poland,europe,171886000000,3,0,1,2,37,38258629
Guinea Bissau,africa,370173838.7,0,0,0,0,3,1201301
Moldova,europe,1288429392,0,0,0,0,12,3639592
Morocco,africa,38857251336,2,0,1,1,28,28793679
Croatia,europe,21669159308,2,0,0,2,28,4468302
Switzerland,europe,272055000000,2,0,2,0,35,7184250
Seychelles,africa,614879764.8,0,0,0,0,1,81131
Estonia,europe,5694069842,1,0,0,1,3,1396985
Uruguay,americas,22823255802,0,0,0,0,2,3319736
Equatorial Guinea,africa,1045998496,0,0,0,0,2,606181
Lebanon,asia,17260364842,0,0,0,0,4,3842778
Uzbekistan,asia,13760513969,1,1,0,0,18,24650400
Tunisia,africa,21473188882,0,0,0,0,15,9708350
Dominica,americas,333468888.9,0,0,0,0,2,69650
Colombia,americas,99886577331,0,0,0,0,19,39629968
Cyprus,europe,9985844486,0,0,0,0,6,943290
Barbados,americas,3121500000,0,0,0,0,10,271515
Qatar,asia,17759890110,0,0,0,0,8,592468
Italy,europe,1143830000000,13,4,5,4,195,56942108
Bhutan,asia,439158233.2,0,0,0,0,1,591021
Sudan,africa,12257418326,0,0,0,0,1,27275015
Nepal,asia,5494252208,0,0,0,0,1,23941110
Malta,europe,4306192436,0,0,0,0,2,390087
Maldives,asia,624337145.3,0,0,0,0,1,279398
Suriname,americas,947671969.7,0,0,0,0,3,470949
Venezuela,americas,117141000000,0,0,0,0,11,24192446
Netherlands Antilles,americas,830158777.8,0,0,0,0,1,76016
Israel,asia,132343000000,0,0,0,0,15,6289000
Iceland,europe,9003639475,0,0,0,0,15,281205
Zambia,africa,3600683040,0,0,0,0,3,10415944
Senegal,africa,5924239701,0,0,0,0,11,9797734
Papua New Guinea,australia,3521339699,0,0,0,0,2,5847586
Malawi,africa,1743506531,0,0,0,0,1,11148758
Trinidad and Tobago,americas,8154338233,2,0,1,1,17,1267153
Zimbabwe,africa,6689957600,0,0,0,0,10,11881477
Germany,europe,1943150000000,23,11,6,6,106,82211508
Kazakhstan,europe,18291990619,2,0,2,0,32,14883626
Philippines,asia,81026300310,0,0,0,0,8,77991755
Mauritania,africa,1293654177,0,0,0,0,1,2630219
Kyrgyzstan,asia,1369688498,0,0,0,0,14,4898400
Macedonia,europe,3772851420,0,0,0,0,3,2034819
Chinise Taipei,asia,481000000000,2,0,0,2,18,22276672
Latvia,europe,7934206257,0,0,0,0,10,2367550
Japan,asia,4887520000000,2,0,2,0,13,126843000
Syria,asia,19325894913,0,0,0,0,3,16410848
Honduras,americas,7103507989,0,0,0,0,4,6574509
Myanmar,asia,8905066164,0,0,0,0,1,46719701
Mexico,americas,707907000000,2,0,0,2,24,98899845
Egypt,africa,99838543960,0,0,0,0,50,68831561
Cuba,americas,30565400000,13,4,8,1,62,11126430
South Koreas,asia,561633000000,0,0,0,0,29,47008111
Comoros,africa,350264287.7,0,0,0,0,2,542357
United Kingdom,europe,1657820000000,18,7,7,4,108,58892514
Greece,europe,130134000000,2,1,0,1,29,10805808
Sri Lanka,asia,16330814180,0,0,0,0,5,18777601
Botswana,africa,5788329609,0,0,0,0,3,1643334
