name,Continent,GDP,MedalCount,Gold,Silver,Bronze,AthletesCount,Population
South Africa,africa,147606000000,0,0,0,0,25,42241011
Nicaragua,americas,4308351903,0,0,0,0,11,4741578
Brunei Darussalam,asia,5115602837,0,0,0,0,4,304622
Austria,europe,237251000000,0,0,0,0,10,7959017
Vietnam,asia,24657470575,0,0,0,0,1,76068743
Uganda,africa,6044585327,0,0,0,0,3,21032821
Hungary,europe,46658755152,7,2,3,2,62,10311238
Malasya,asia,100855000000,1,0,1,0,16,21017613
Brazil,americas,850426000000,20,0,6,14,84,164614688
Kuwait,asia,31493319973,0,0,0,0,24,1626857
Panama,americas,9870494000,0,0,0,0,2,2796291
Guyana,americas,705406001.4,0,0,0,0,1,760795
Costa Rica,americas,11618286652,0,0,0,0,1,3632362
Luxembourg,europe,21776609772,0,0,0,0,2,414225
Bahamas,americas,3609000000,2,0,2,0,9,283978
Ireland,europe,75880630166,0,0,0,0,26,3637510
Nigeria,africa,1987770899,8,6,1,1,32,9826598
Ecuador,americas,25226393197,0,0,0,0,11,11703174
Bangladesh,asia,46438484108,0,0,0,0,1,117649932
Brunei,asia,5115602837,0,0,0,0,1,304622
Belarus,europe,14756846154,3,0,2,1,50,10160000
Algeria,africa,46941496780,1,0,0,1,20,29266405
El Salvador,americas,9586327800,0,0,0,0,2,5689938
Puerto Rico,americas,45340835000,0,0,0,0,29,3724655
Belgium,europe,279201000000,1,1,0,0,25,10156637
Thailand,asia,183035000000,0,0,0,0,3,60130186
Haiti,americas,2907514523,0,0,0,0,3,7887304
Hong Kong,asia,159717000000,0,0,0,0,11,6435500
Sierra Leone,africa,941742152.7,0,0,0,0,5,4312666
Georgia,asia,3094935187,0,0,0,0,4,4491699
Denmark,europe,187632000000,6,6,0,0,29,5263074
Poland,europe,159943000000,2,0,0,2,29,38624370
Guinea Bissau,africa,270419779.4,0,0,0,0,3,1110833
Moldova,europe,1695122174,0,0,0,0,14,3667748
Morocco,africa,43161452678,1,0,0,1,23,27383473
Croatia,europe,23710279342,2,1,1,0,24,4557097
Switzerland,europe,330091000000,2,0,2,0,38,7071850
Grenada,americas,366911444.4,0,0,0,0,1,101001
Seychelles,africa,503068472.2,0,0,0,0,3,76417
Chad,africa,1607345450,0,0,0,0,2,7250975
Estonia,europe,4780169853,0,0,0,0,3,1415594
Uruguay,americas,20515543039,0,0,0,0,3,3247381
Equatorial Guinea,africa,232463036.4,0,0,0,0,6,515853
Lebanon,asia,13690217333,0,0,0,0,1,3610665
Uzbekistan,asia,13948892216,1,0,1,0,27,23225000
Tunisia,africa,19587322786,0,0,0,0,21,9267340
Dominica,americas,292286000,0,0,0,0,1,70936
Colombia,americas,97160109278,0,0,0,0,19,37076387
Cyprus,europe,10011918444,0,0,0,0,4,873423
Barbados,americas,2411872918,0,0,0,0,8,267049
Qatar,asia,9059340385,0,0,0,0,10,522531
Italy,europe,1312430000000,26,7,8,11,182,56860281
Sudan,africa,9018243044,0,0,0,0,1,24782383
Liechtenstein,europe,2504033252,0,0,0,0,1,31348
Nepal,asia,4521580381,0,0,0,0,1,22090352
Malta,europe,3570271558,0,0,0,0,1,379905
Maldives,asia,450382328,0,0,0,0,2,259183
Suriname,americas,861411471.3,0,0,0,0,6,448213
Venezuela,americas,70543211119,0,0,0,0,8,22385650
Netherlands Antilles,americas,633730629.6,0,0,0,0,2,70173
Israel,asia,109996000000,0,0,0,0,10,5692000
Iceland,europe,7438183247,0,0,0,0,8,268916
Zambia,africa,3597220962,0,0,0,0,1,9339733
Senegal,africa,6413189839,0,0,0,0,5,8912861
Papua New Guinea,australia,5155311077,0,0,0,0,8,5314248
Trinidad and Tobago,americas,5759537726,2,0,0,2,7,1257549
Zimbabwe,africa,8553146600,0,0,0,0,7,11541217
Germany,europe,2497240000000,17,5,3,9,132,81914831
Kazakhstan,europe,21035357833,2,0,2,0,30,15577894
Philippines,asia,82848140618,0,0,0,0,4,71401749
Mauritania,africa,1442598432,0,0,0,0,1,2372901
Kyrgyzstan,asia,1827570586,0,0,0,0,13,4628400
Macedonia,europe,4651453634,0,0,0,0,3,1989443
Chinise Taipei,asia,359000000000,1,0,1,0,26,21525433
Latvia,europe,5952007402,0,0,0,0,8,2457222
Japan,asia,4833710000000,2,1,0,1,23,125757000
Syria,asia,13789560878,0,0,0,0,6,14754142
Honduras,americas,5215028986,0,0,0,0,4,5874809
Mexico,americas,410976000000,0,0,0,0,31,93147044
Egypt,africa,67629716981,0,0,0,0,16,63601629
Cuba,americas,25017368700,10,8,1,1,40,10939293
South Koreas,asia,598099000000,3,1,2,0,27,45524681
Comoros,africa,396053797.6,0,0,0,0,3,488627
United Kingdom,europe,1415360000000,8,0,7,1,89,58166950
Congo,africa,5771454940,0,0,0,0,2,42757243
Greece,europe,145862000000,2,1,1,0,20,10608800
Paraguay,americas,9788391781,0,0,0,0,3,4887632
Namibia,africa,3945340776,0,0,0,0,3,1663378
Botswana,africa,4847752843,0,0,0,0,2,1504730
