name,Continent,GDP,MedalCount,Gold,Silver,Bronze,AthletesCount,Population
Virgin Islands,americas,14712800000000,0,0,0,0,1,304093966
China,asia,4594310000000,25,12,9,4,82,1324655000
Armenia,asia,11662040714,2,0,0,2,8,2907618
Dominican Republic,americas,48122601589,1,1,0,0,7,9458075
Ukraine,europe,179817000000,7,2,0,5,56,46258200
Finland,europe,284554000000,0,0,0,0,7,5313399
Libya,africa,87140405361,0,0,0,0,5,6058748
Indonesia,asia,510229000000,0,0,0,0,2,235469762
Central African Republic,africa,1985240986,0,0,0,0,3,4273366
Mauritius,africa,9990370016,0,0,0,0,5,1244121
Sweden,europe,515414000000,3,0,2,1,36,9219637
Australia,australia,1054000000000,31,5,7,19,142,21249200
Mali,africa,9750822511,0,0,0,0,6,14113577
Bulgaria,europe,54409138498,1,1,0,0,18,7492561
Romania,europe,214314000000,9,3,1,5,50,20537875
Angola,africa,88538611205,0,0,0,0,15,21695634
Portugal,europe,262345000000,1,1,0,0,25,10558177
South Africa,africa,286770000000,0,0,0,0,47,49779471
Nicaragua,americas,8496998229,0,0,0,0,1,5667432
Brunei Darussalam,asia,14393099069,0,0,0,0,5,379421
Austria,europe,430294000000,0,0,0,0,14,8321496
Vietnam,asia,99130304099,0,0,0,0,6,86243413
Mozambique,africa,12574681498,0,0,0,0,1,22276596
Uganda,africa,14239026630,0,0,0,0,3,30431736
Hungary,europe,158136000000,7,3,4,0,48,10038188
Niger,africa,5379299888,0,0,0,0,1,15250908
Malasya,asia,230814000000,0,0,0,0,12,27236006
Brazil,americas,1695820000000,21,2,10,9,115,192030362
Kuwait,asia,147395000000,0,0,0,0,7,2656009
Panama,americas,25155888600,0,0,0,0,2,3516204
Guyana,americas,1916994912,0,0,0,0,1,746817
Costa Rica,americas,30612927059,0,0,0,0,1,4463125
Luxembourg,europe,55849686539,0,0,0,0,3,488650
American Samoa,australia,563000000,0,0,0,0,1,57492
Bahamas,americas,10526000000,2,0,2,0,11,343681
Ireland,europe,275039000000,2,0,1,1,26,4489544
Palau,australia,198024400,0,0,0,0,1,18704
Nigeria,africa,5379299888,8,0,7,1,25,15250908
Ecuador,americas,61762635000,0,0,0,0,7,14535739
Bangladesh,asia,91631278239,0,0,0,0,2,144304167
Belarus,europe,60763483146,7,4,1,2,34,9527985
Iran,asia,406071000000,0,0,0,0,12,72120604
Algeria,africa,170998000000,1,0,1,0,20,34730608
El Salvador,americas,17986890000,0,0,0,0,5,6131764
Tuvalu,australia,30290770.26,0,0,0,0,1,10314
Marshall Islands,australia,153135800,0,0,0,0,1,56174
Puerto Rico,americas,93639300000,0,0,0,0,7,3760866
Belgium,europe,515224000000,1,0,1,0,31,10709973
Thailand,asia,291383000000,1,0,1,0,12,66530984
Haiti,americas,6548530572,0,0,0,0,4,9646580
Iraq,asia,131614000000,0,0,0,0,1,28385746
Hong Kong,asia,219280000000,0,0,0,0,13,6957800
Sierra Leone,africa,2505458705,0,0,0,0,1,6133603
Georgia,asia,12795076469,0,0,0,0,2,3848449
Denmark,europe,353361000000,4,3,1,0,17,5493621
Poland,europe,533816000000,3,1,2,0,60,38125759
Guinea Bissau,africa,864654795.3,0,0,0,0,1,1446936
Moldova,europe,6054849885,0,0,0,0,9,3570108
Morocco,africa,92507257784,1,0,0,1,23,31536811
Croatia,europe,70288911413,0,0,0,0,31,4309705
Micronesia,australia,263145104.6,0,0,0,0,1,103543
Switzerland,europe,554363000000,3,1,1,1,31,7647675
Grenada,americas,825976037,0,0,0,0,2,105456
Seychelles,africa,967199594,0,0,0,0,7,86956
Estonia,europe,24371299985,1,0,1,0,12,1337090
Uruguay,americas,30366213118,0,0,0,0,2,3340221
Uzbekistan,asia,29549438884,0,0,0,0,14,27302800
Tunisia,africa,44856586316,0,0,0,0,11,10414433
Rwanda,africa,4924731466,0,0,0,0,1,9524534
Colombia,americas,241711000000,0,0,0,0,19,44254975
Montenegro,europe,4545674528,0,0,0,0,1,616969
Cyprus,europe,27844698989,0,0,0,0,4,1081563
Barbados,americas,4784925100,0,0,0,0,7,279946
Qatar,asia,115270000000,0,0,0,0,9,1436665
Italy,europe,2398860000000,7,2,3,2,186,58826731
Bhutan,asia,1258332337,0,0,0,0,1,671613
Sudan,africa,54526580232,0,0,0,0,6,33060837
Serbia,europe,52194221469,3,0,1,2,11,7350222
Nepal,asia,12545438605,0,0,0,0,3,26666576
Malta,europe,8977149553,0,0,0,0,3,409379
Venezuela,americas,315953000000,1,0,0,1,31,27635832
Netherlands Antilles,americas,1368431037,0,0,0,0,2,85397
Israel,asia,216105000000,0,0,0,0,12,7308800
Iceland,europe,17905251832,2,0,2,0,7,317414
Zambia,africa,17910858638,0,0,0,0,2,12848530
Senegal,africa,16949789465,0,0,0,0,8,12004701
Papua New Guinea,australia,11670840924,0,0,0,0,1,6976201
Malawi,africa,5321012192,0,0,0,0,1,13727890
Trinidad and Tobago,americas,27871587350,4,4,0,0,15,1314443
Zimbabwe,africa,4415702800,4,1,3,0,8,12379549
Germany,europe,3730030000000,18,4,3,11,131,82110097
Kazakhstan,europe,133442000000,1,0,0,1,27,15674000
Philippines,asia,174195000000,0,0,0,0,5,90901965
Mauritania,africa,4031053345,0,0,0,0,1,3296238
Kyrgyzstan,asia,5139957785,1,0,1,0,6,5318700
Andorra,europe,4007353157,0,0,0,0,1,83862
Chinise Taipei,asia,805000000000,2,0,0,2,27,23037031
Latvia,europe,35657998831,0,0,0,0,13,2177322
Japan,asia,5037910000000,2,1,1,0,23,128063000
Honduras,americas,13789715133,0,0,0,0,8,7980955
Mexico,americas,1109990000000,2,1,0,1,36,110815271
Egypt,africa,162818000000,0,0,0,0,57,79636079
Cuba,americas,60806300000,15,0,10,5,55,11236971
South Koreas,asia,1002220000000,6,2,0,4,24,49054708
Comoros,africa,911967428.7,0,0,0,0,2,657229
United Kingdom,europe,2922670000000,19,8,3,8,119,61806995
Greece,europe,354461000000,2,0,0,2,40,11077841
Paraguay,americas,24578067861,0,0,0,0,3,6081296
Namibia,africa,8486721917,0,0,0,0,1,2043394
Botswana,africa,10945070442,0,0,0,0,3,1915639
