name,Continent,GDP,MedalCount,Gold,Silver,Bronze,AthletesCount,Population
Ecuador,americas,87924544000,0,0,0,0,15,15474102
Bangladesh,asia,133356000000,0,0,0,0,3,151007807
Belarus,europe,65685102555,5,1,2,2,33,9464495
Iran,asia,598853000000,2,0,2,0,17,75539862
Algeria,africa,209063000000,0,0,0,0,18,37383887
El Salvador,americas,21386000000,0,0,0,0,2,6237923
Puerto Rico,americas,101565000000,2,0,1,1,7,3634488
Belgium,europe,496181000000,1,0,1,0,60,11106932
Thailand,asia,397558000000,0,0,0,0,9,67835957
Haiti,americas,7890647022,0,0,0,0,1,10250930
Iraq,asia,218001000000,0,0,0,0,5,31890011
Hong Kong,asia,262629000000,0,0,0,0,8,7150100
Georgia,asia,16488403076,0,0,0,0,5,3728874
Denmark,europe,327149000000,4,0,2,2,29,5591572
Poland,europe,500361000000,2,0,1,1,35,38063164
Guinea Bissau,africa,989327811.8,0,0,0,0,1,1604979
Moldova,europe,8709165249,1,0,0,1,8,3559519
Morocco,africa,98266306615,0,0,0,0,31,33241898
Croatia,europe,56494436183,13,7,0,6,29,4267558
Micronesia,australia,327248654.8,0,0,0,0,1,104506
Kiribati,australia,190243321.6,0,0,0,0,1,106370
Switzerland,europe,668043000000,0,0,0,0,36,7996861
Grenada,americas,799882259.3,0,0,0,0,1,107446
Seychelles,africa,1060226126,0,0,0,0,3,88303
Estonia,europe,23192709239,0,0,0,0,5,1322696
Uruguay,americas,51264390114,0,0,0,0,10,3378974
Equatorial Guinea,africa,22389626329,0,0,0,0,1,1031191
Lebanon,asia,44230727695,0,0,0,0,2,5538634
Uzbekistan,asia,63628854499,1,0,0,1,11,29774500
Tunisia,africa,45044112939,0,0,0,0,28,10847002
Bermuda,americas,5537537000,0,0,0,0,3,64798
Colombia,americas,370574000000,1,0,0,1,31,46076848
Burundi,africa,2333308099,0,0,0,0,1,9245988
Cyprus,europe,24978513427,0,0,0,0,5,1135046
Barbados,americas,4610096000,0,0,0,0,5,283700
Qatar,asia,186834000000,2,0,0,2,13,2196074
Italy,europe,2087080000000,18,8,5,5,129,59539717
Bhutan,asia,1823692110,0,0,0,0,1,701583
Sudan,africa,68125631150,0,0,0,0,3,36193783
Serbia,europe,43309252921,1,0,0,1,22,7199077
Nepal,asia,18851513891,0,0,0,0,1,26989862
Malta,europe,9209873466,0,0,0,0,4,420028
Maldives,asia,2886170572,0,0,0,0,1,397237
Venezuela,americas,381286000000,0,0,0,0,18,29362449
Netherlands Antilles,americas,1199948148,0,0,0,0,3,90409
Israel,asia,257180000000,0,0,0,0,13,7910500
Iceland,europe,14724078264,0,0,0,0,5,320716
Zambia,africa,25503370699,0,0,0,0,2,14465121
Senegal,africa,17825417949,0,0,0,0,10,13401991
Trinidad and Tobago,americas,25763220107,4,0,3,1,17,1344817
Zimbabwe,africa,17114849900,0,0,0,0,3,13115131
Germany,europe,3527340000000,16,6,5,5,107,80425823
Kazakhstan,europe,207999000000,2,1,0,1,32,16792089
Philippines,asia,250092000000,0,0,0,0,5,97212638
Mauritania,africa,5231255478,0,0,0,0,1,3706554
Kyrgyzstan,asia,6605139933,0,0,0,0,5,5607200
Macedonia,europe,9745251126,0,0,0,0,2,2074278
Chinise Taipei,asia,984000000000,0,0,0,0,18,23315822
Latvia,europe,28170812352,0,0,0,0,6,2034319
Japan,asia,6203210000000,6,0,3,3,25,127629000
Honduras,americas,18528601901,0,0,0,0,6,8640691
Myanmar,asia,59937797559,0,0,0,0,1,51413698
Mexico,americas,1201090000000,9,6,1,2,37,117274155
Egypt,africa,279373000000,1,0,1,0,64,86422240
Cuba,americas,73141000000,4,0,1,3,42,11257101
South Koreas,asia,1222810000000,6,1,3,2,29,50199853
Comoros,africa,1015901205,0,0,0,0,3,723871
United Kingdom,europe,2704890000000,37,15,9,13,156,63700300
Greece,europe,245671000000,0,0,0,0,20,11045011
Sri Lanka,asia,68434409315,0,0,0,0,1,20425000
Namibia,africa,13016272899,0,0,0,0,3,2194784
Botswana,africa,16067155187,1,0,1,0,1,2039551
