name,Continent,GDP,MedalCount,Gold,Silver,Bronze,AthletesCount,Population
Andorra,europe,1210013652.0,0,0,0,0,1,58888.0
Chinise Taipei,asia,254000000000.0,6,0,6,0,7,20802622.0
Japan,asia,3908810000000.0,4,0,1,3,39,124229000.0
Syria,asia,13253565899.0,0,0,0,0,5,13187663.0
Honduras,americas,4943700431.0,0,0,0,0,6,5244678.0
Mexico,americas,363158000000.0,0,0,0,0,33,87075138.0
Egypt,africa,41855986519.0,0,0,0,0,42,58666814.0
Cuba,americas,22085858243.0,14,11,2,1,53,10736387.0
South Koreas,asia,350051000000.0,5,4,1,0,20,43747962.0
United Kingdom,europe,1179660000000.0,12,2,0,10,151,57580402.0
Congo,africa,8227343907.0,0,0,0,0,3,37333914.0
Greece,europe,116225000000.0,1,1,0,0,17,10399061.0
Paraguay,americas,7157424031.0,0,0,0,0,16,4445016.0
Fiji,australia,1531803061.0,0,0,0,0,9,744469.0
Botswana,africa,4146513722.0,0,0,0,0,1,1363554.0
